"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02199V02655","Sex","C04283V05060","Education Attainment Level","C02076V02508","Age Group","UNIT","VALUE"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","48.1"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","50.7"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%","42"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","48.5"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","53.6"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","58.4"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","54.1"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","52.9"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","42.7"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","61.3"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","43.9"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","59.5"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","67.6"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","62"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","68.8"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","71.4"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","73.2"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","68.1"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","61.7"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","52.8"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","-","All ages","%","80.5"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","67.5"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","78.6"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","83.4"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","86.7"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","84.1"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","82.8"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","84.7"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","83"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","77"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","56.8"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","-","All ages","%","67.5"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","4251","25 - 54 years","%","69.9"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","460","35 - 39 years","%","69"
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","-","Both sexes","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","-","All ages","%","75.6"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","49.6"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","72.6"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","82"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","83.7"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","83"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","85.8"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","85.5"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","79.3"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","71.9"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","59.8"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","58.8"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","60.9"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%","57.3"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","56.8"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","65"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","71.3"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","63.2"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","66.5"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","53.5"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","71.6"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","47"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","69.6"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","80.6"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","79.4"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","83.8"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","83.5"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","85"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","80"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","67.5"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","64.8"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","-","All ages","%","85.1"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","63.7"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","79.7"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","88.6"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","90.8"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","88.3"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","91.6"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","92"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","88"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","81.3"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","62.8"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","-","All ages","%","74"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","4251","25 - 54 years","%","75.1"
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","1","Male","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","-","All ages","%","62.1"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","48.6"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","66.1"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","67.2"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","67.4"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","68.5"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","66.9"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","69"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","64.7"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","57.9"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","41.7"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","33.7"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","36.2"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","41.2"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","38.5"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","38.5"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","34.6"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","28.7"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","50.6"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","40.3"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","48"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","4251","25 - 54 years","%","53.6"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","440","30 - 34 years","%","44.4"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","460","35 - 39 years","%","51.8"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","475","40 - 44 years","%","56.4"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","495","45 - 49 years","%","61.3"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","515","50 - 54 years","%","57.4"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","530","55 - 59 years","%","56.9"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","550","60 - 64 years","%","43"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","-","All ages","%","76.6"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","365","20 - 24 years","%","70.7"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","410","25 - 29 years","%","77.6"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","4251","25 - 54 years","%","79.1"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","440","30 - 34 years","%","83.2"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","460","35 - 39 years","%","80.8"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","475","40 - 44 years","%","75.8"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","495","45 - 49 years","%","78.4"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","515","50 - 54 years","%","78.7"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","530","55 - 59 years","%","73.1"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","40","Tertiary education (Levels 5-8)","550","60 - 64 years","%","51.4"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","-","All ages","%","59.7"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","4251","25 - 54 years","%","62.6"
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20202","2020Q2","2","Female","99","Level of education - not stated","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","-","All ages","%","71.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","365","20 - 24 years","%","57.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","410","25 - 29 years","%","73.5"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","4251","25 - 54 years","%","76.8"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","440","30 - 34 years","%","75.1"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","460","35 - 39 years","%","78.4"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","475","40 - 44 years","%","79.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","495","45 - 49 years","%","77.8"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","515","50 - 54 years","%","75.2"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","530","55 - 59 years","%","68.2"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","-","Levels of Education (Levels  0-8)","550","60 - 64 years","%","50.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","-","All ages","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","4251","25 - 54 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","440","30 - 34 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","460","35 - 39 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","475","40 - 44 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","495","45 - 49 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","515","50 - 54 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","530","55 - 59 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","10","Less than primary (Level 0)","550","60 - 64 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","-","All ages","%","49.3"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","365","20 - 24 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","410","25 - 29 years","%",""
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","4251","25 - 54 years","%","53.1"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","440","30 - 34 years","%","56.3"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","460","35 - 39 years","%","49.6"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","475","40 - 44 years","%","52.1"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","495","45 - 49 years","%","56.6"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","515","50 - 54 years","%","58.7"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","530","55 - 59 years","%","52.2"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","20","Primary and lower secondary education (Levels 1-2)","550","60 - 64 years","%","40.5"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","-","All ages","%","67.4"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","365","20 - 24 years","%","54.3"
"QLF50C01","Employment rate","20203","2020Q3","-","Both sexes","30","Upper secondary and post-secondary non-tertiary education (Levels 3 and 4)","410","25 - 29 years","%","65.6"
